epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,301.76,0.73978,0.84177,0.46271,0.91612,0.99528,1,0.995,0.87031,0.99528,1,0.995,0.7646,0.56094,1.07038,0.37614,0.97701,0.0006932,0.0006932,0.0006932
134,303.726,0.80198,0.94903,0.48441,0.94835,0.99507,1,0.995,0.86726,0.99507,1,0.995,0.77139,0.5647,1.12076,0.38811,0.97064,0.0006833,0.0006833,0.0006833
135,306.06,0.71312,0.86092,0.46429,0.94764,0.99494,1,0.995,0.83768,0.99494,1,0.995,0.78196,0.65137,1.20103,0.40293,0.98804,0.0006734,0.0006734,0.0006734
136,308.758,0.76883,0.85573,0.47787,0.96847,0.99483,1,0.995,0.84161,0.99483,1,0.995,0.75065,0.65405,1.24568,0.40413,0.98679,0.0006635,0.0006635,0.0006635
137,310.725,0.73701,0.82954,0.46712,0.9158,0.99473,1,0.995,0.84821,0.99473,1,0.995,0.69803,0.57389,1.31397,0.40288,0.9603,0.0006536,0.0006536,0.0006536
138,312.671,0.70623,0.84102,0.46348,0.92139,0.99473,1,0.995,0.84229,0.99473,1,0.995,0.68964,0.56578,1.35471,0.39569,0.95911,0.0006437,0.0006437,0.0006437
139,314.605,0.67058,0.86991,0.44815,0.90814,0.99498,1,0.995,0.83956,0.99498,1,0.995,0.72444,0.59847,1.37576,0.40033,0.96215,0.0006338,0.0006338,0.0006338
140,316.588,0.72533,0.94659,0.46319,0.91875,0.99501,1,0.995,0.83254,0.99501,1,0.995,0.74628,0.64245,1.38483,0.38553,0.97572,0.0006239,0.0006239,0.0006239
141,318.651,0.72794,0.82237,0.46613,0.90549,0.99496,1,0.995,0.85201,0.99496,1,0.995,0.76762,0.59068,1.41115,0.38091,0.96544,0.000614,0.000614,0.000614
142,321.405,0.6838,0.87688,0.43804,0.93376,0.99494,1,0.995,0.85684,0.99494,1,0.995,0.73458,0.5491,1.44116,0.38492,0.9558,0.0006041,0.0006041,0.0006041
143,323.548,0.69801,0.78688,0.451,0.92016,0.99484,1,0.995,0.86521,0.99484,1,0.995,0.74708,0.56372,1.48761,0.40172,0.95742,0.0005942,0.0005942,0.0005942
144,325.525,0.67995,0.81988,0.44685,0.92658,0.99474,1,0.995,0.90707,0.99474,1,0.995,0.7275,0.56615,1.54312,0.39924,0.96276,0.0005843,0.0005843,0.0005843
145,327.506,0.70335,0.81017,0.44876,0.89631,0.99493,1,0.995,0.91472,0.99493,1,0.995,0.72643,0.52888,1.59398,0.37553,0.94658,0.0005744,0.0005744,0.0005744
146,329.503,0.68872,0.82642,0.45232,0.93234,0.99488,1,0.995,0.89262,0.99488,1,0.995,0.69485,0.51081,1.66534,0.38384,0.94052,0.0005645,0.0005645,0.0005645
147,331.49,0.6868,0.74005,0.44053,0.90479,0.99482,1,0.995,0.87178,0.99482,1,0.995,0.73758,0.51305,1.74633,0.39863,0.94177,0.0005546,0.0005546,0.0005546
148,334.093,0.67186,0.83665,0.43225,0.9207,0.99426,1,0.995,0.86006,0.99426,1,0.995,0.72218,0.55276,1.66719,0.40829,0.94749,0.0005447,0.0005447,0.0005447
149,336.443,0.71507,0.75446,0.44006,0.90656,0.99334,1,0.995,0.85057,0.99334,1,0.995,0.72521,0.55663,1.61489,0.40768,0.95035,0.0005348,0.0005348,0.0005348
150,338.388,0.69074,0.82107,0.43793,0.90237,0.99298,1,0.995,0.8749,0.99298,1,0.995,0.75723,0.55399,1.56623,0.39854,0.9548,0.0005249,0.0005249,0.0005249
151,340.343,0.6614,0.82254,0.43369,0.89518,0.99413,1,0.995,0.84892,0.99413,1,0.995,0.77929,0.60214,1.49885,0.37696,0.95866,0.000515,0.000515,0.000515
152,342.308,0.66594,0.83298,0.43319,0.91898,0.99485,1,0.995,0.84934,0.99485,1,0.995,0.81129,0.65723,1.46382,0.38012,0.96145,0.0005051,0.0005051,0.0005051
153,344.256,0.6766,0.80302,0.43039,0.92072,0.99517,1,0.995,0.85589,0.99517,1,0.995,0.81071,0.61931,1.44338,0.37097,0.94416,0.0004952,0.0004952,0.0004952
154,346.599,0.6692,0.79965,0.41789,0.9071,0.99498,1,0.995,0.86427,0.99498,1,0.995,0.74775,0.57389,1.38517,0.35351,0.94198,0.0004853,0.0004853,0.0004853
155,349.246,0.72325,0.76518,0.44336,0.91452,0.99492,1,0.995,0.89424,0.99492,1,0.995,0.73549,0.57467,1.31981,0.35473,0.95952,0.0004754,0.0004754,0.0004754
156,351.263,0.68681,0.81603,0.43043,0.88916,0.99518,1,0.995,0.91233,0.99518,1,0.995,0.77942,0.57034,1.23508,0.3568,0.95114,0.0004655,0.0004655,0.0004655
157,353.287,0.66626,0.86416,0.43116,0.93445,0.99526,1,0.995,0.8906,0.99526,1,0.995,0.78973,0.58834,1.20451,0.36037,0.94676,0.0004556,0.0004556,0.0004556
158,355.267,0.68913,0.85426,0.44374,0.89657,0.99509,1,0.995,0.86901,0.99509,1,0.995,0.78138,0.57121,1.229,0.37059,0.94651,0.0004457,0.0004457,0.0004457
159,357.214,0.68731,0.83648,0.42987,0.91373,0.99478,1,0.995,0.86231,0.99478,1,0.995,0.7617,0.52689,1.26419,0.37652,0.93767,0.0004358,0.0004358,0.0004358
160,359.347,0.6515,0.75436,0.45573,0.93625,0.99439,1,0.995,0.86525,0.99439,1,0.995,0.72725,0.5457,1.31245,0.37029,0.9413,0.0004259,0.0004259,0.0004259
161,362.021,0.69781,0.78481,0.44608,0.91494,0.99447,1,0.995,0.85774,0.99447,1,0.995,0.69151,0.56796,1.35913,0.37385,0.95386,0.000416,0.000416,0.000416
162,364.12,0.66468,0.82324,0.44359,0.9126,0.99458,1,0.995,0.85968,0.99458,1,0.995,0.68933,0.5624,1.37457,0.36059,0.95667,0.0004061,0.0004061,0.0004061
163,366.102,0.59489,0.73814,0.40019,0.89238,0.9946,1,0.995,0.83895,0.9946,1,0.995,0.74691,0.56072,1.33111,0.35606,0.96255,0.0003962,0.0003962,0.0003962
164,368.068,0.68607,0.82121,0.44197,0.91437,0.99422,1,0.995,0.84481,0.99422,1,0.995,0.76533,0.56853,1.30883,0.34796,0.96962,0.0003863,0.0003863,0.0003863
165,370.055,0.68907,0.77096,0.42599,0.91231,0.99455,1,0.995,0.8591,0.99455,1,0.995,0.77476,0.58307,1.27902,0.34808,0.97089,0.0003764,0.0003764,0.0003764
166,372.043,0.61943,0.75502,0.40923,0.89806,0.99476,1,0.995,0.84932,0.99476,1,0.995,0.77476,0.61071,1.29123,0.36627,0.97044,0.0003665,0.0003665,0.0003665
167,374.713,0.63749,0.71552,0.40917,0.89867,0.99489,1,0.995,0.84759,0.99489,1,0.995,0.76359,0.60391,1.30133,0.37638,0.96541,0.0003566,0.0003566,0.0003566
168,376.969,0.66522,0.75694,0.43665,0.9064,0.99508,1,0.995,0.86892,0.99508,1,0.995,0.76697,0.56203,1.28851,0.36512,0.95347,0.0003467,0.0003467,0.0003467
169,379.4,0.68655,0.8927,0.43695,0.91499,0.995,1,0.995,0.86873,0.995,1,0.995,0.77871,0.54163,1.32369,0.36089,0.95309,0.0003368,0.0003368,0.0003368
170,382.353,0.63273,0.76393,0.42118,0.90899,0.99506,1,0.995,0.8407,0.99506,1,0.995,0.74838,0.57796,1.38862,0.36094,0.96938,0.0003269,0.0003269,0.0003269
171,385.337,0.62203,0.75684,0.4101,0.88561,0.99518,1,0.995,0.8287,0.99518,1,0.995,0.72494,0.63346,1.48395,0.36658,1.00083,0.000317,0.000317,0.000317
172,388.268,0.63481,0.77465,0.40565,0.88839,0.99512,1,0.995,0.82897,0.99512,1,0.995,0.73357,0.63719,1.50573,0.36801,1.00585,0.0003071,0.0003071,0.0003071
173,390.617,0.67018,0.8554,0.42539,0.92273,0.99502,1,0.995,0.85039,0.99502,1,0.995,0.74793,0.59248,1.53154,0.36159,0.99218,0.0002972,0.0002972,0.0002972
174,392.576,0.65528,0.78902,0.42584,0.92688,0.99501,1,0.995,0.86218,0.99501,1,0.995,0.71324,0.57216,1.57475,0.36519,0.98309,0.0002873,0.0002873,0.0002873
175,394.544,0.65028,0.81831,0.41518,0.90225,0.99506,1,0.995,0.86178,0.99506,1,0.995,0.72968,0.58265,1.54256,0.35885,0.97335,0.0002774,0.0002774,0.0002774
176,396.527,0.6878,0.86084,0.42828,0.94085,0.99499,1,0.995,0.83378,0.99499,1,0.995,0.72614,0.60227,1.47508,0.3669,0.97008,0.0002675,0.0002675,0.0002675
177,398.507,0.64773,0.78653,0.43073,0.88951,0.99506,1,0.995,0.83769,0.99506,1,0.995,0.70373,0.62136,1.44895,0.37906,0.97588,0.0002576,0.0002576,0.0002576
178,400.943,0.66913,0.81759,0.44299,0.92376,0.99505,1,0.995,0.85608,0.99505,1,0.995,0.71198,0.60554,1.40064,0.37289,0.98319,0.0002477,0.0002477,0.0002477
179,403.529,0.65717,0.82755,0.43641,0.91121,0.99481,1,0.995,0.87901,0.99481,1,0.995,0.73071,0.571,1.37254,0.36882,0.98936,0.0002378,0.0002378,0.0002378
180,405.498,0.63183,0.76107,0.42004,0.91116,0.99472,1,0.995,0.90494,0.99472,1,0.995,0.75814,0.55123,1.3695,0.36354,0.99235,0.0002279,0.0002279,0.0002279
181,407.51,0.62213,0.9105,0.42097,0.90318,0.99458,1,0.995,0.89538,0.99458,1,0.995,0.76082,0.56172,1.38788,0.34791,0.99415,0.000218,0.000218,0.000218
182,409.529,0.62511,0.79042,0.4197,0.87808,0.99472,1,0.995,0.88367,0.99472,1,0.995,0.77593,0.58497,1.37999,0.35231,0.99253,0.0002081,0.0002081,0.0002081
183,411.554,0.58258,0.76697,0.40562,0.88469,0.99484,1,0.995,0.84896,0.99484,1,0.995,0.78705,0.60374,1.40428,0.36532,0.98663,0.0001982,0.0001982,0.0001982
184,413.699,0.63958,0.89857,0.40753,0.91655,0.99483,1,0.995,0.84904,0.99483,1,0.995,0.77169,0.60662,1.45022,0.37294,0.98178,0.0001883,0.0001883,0.0001883
185,416.518,0.61898,0.72079,0.41734,0.92855,0.99475,1,0.995,0.85694,0.99475,1,0.995,0.77085,0.59067,1.47348,0.37203,0.97716,0.0001784,0.0001784,0.0001784
186,418.523,0.63738,0.82707,0.40892,0.89444,0.99486,1,0.995,0.85947,0.99486,1,0.995,0.76824,0.5662,1.47156,0.35594,0.96877,0.0001685,0.0001685,0.0001685
187,420.507,0.63521,0.85321,0.40286,0.90594,0.99501,1,0.995,0.86909,0.99501,1,0.995,0.7636,0.55694,1.44858,0.35545,0.9686,0.0001586,0.0001586,0.0001586
188,422.5,0.62484,0.87166,0.41736,0.90158,0.99497,1,0.995,0.88219,0.99497,1,0.995,0.76523,0.5544,1.43634,0.35771,0.96717,0.0001487,0.0001487,0.0001487
189,424.513,0.63198,0.74,0.40787,0.9016,0.99508,1,0.995,0.87551,0.99508,1,0.995,0.76877,0.56049,1.39725,0.35925,0.96756,0.0001388,0.0001388,0.0001388
190,426.573,0.6016,0.65756,0.39067,0.88672,0.99521,1,0.995,0.85406,0.99521,1,0.995,0.77369,0.56549,1.35297,0.35989,0.96792,0.0001289,0.0001289,0.0001289
191,430.934,0.52355,0.59804,0.40073,0.89121,0.99519,1,0.995,0.83746,0.99519,1,0.995,0.77377,0.57853,1.34858,0.37101,0.96881,0.000119,0.000119,0.000119
192,433.146,0.53953,0.62054,0.38475,0.86845,0.99516,1,0.995,0.83454,0.99516,1,0.995,0.7627,0.59727,1.36906,0.38132,0.9669,0.0001091,0.0001091,0.0001091
193,435.083,0.51661,0.65135,0.37244,0.87844,0.99513,1,0.995,0.83333,0.99513,1,0.995,0.75814,0.62188,1.40166,0.3845,0.96971,9.92e-05,9.92e-05,9.92e-05
194,437.018,0.49907,0.60101,0.36909,0.86326,0.99498,1,0.995,0.82373,0.99498,1,0.995,0.73936,0.63843,1.42265,0.39165,0.97352,8.93e-05,8.93e-05,8.93e-05
195,438.935,0.52913,0.61791,0.37394,0.84881,0.99497,1,0.995,0.82351,0.99497,1,0.995,0.75326,0.646,1.4464,0.39246,0.97488,7.94e-05,7.94e-05,7.94e-05
196,441.211,0.52118,0.62091,0.36841,0.82882,0.99483,1,0.995,0.82895,0.99483,1,0.995,0.75694,0.6426,1.45833,0.39154,0.97773,6.95e-05,6.95e-05,6.95e-05
197,443.776,0.50901,0.66039,0.37623,0.88157,0.99481,1,0.995,0.82413,0.99481,1,0.995,0.72967,0.62764,1.45883,0.38797,0.9784,5.96e-05,5.96e-05,5.96e-05
198,445.644,0.51515,0.65451,0.37665,0.86144,0.99487,1,0.995,0.82416,0.99487,1,0.995,0.72238,0.6167,1.47459,0.3829,0.98109,4.97e-05,4.97e-05,4.97e-05
199,447.524,0.49049,0.62159,0.36391,0.85517,0.99485,1,0.995,0.82423,0.99485,1,0.995,0.7296,0.61109,1.49869,0.38095,0.98021,3.98e-05,3.98e-05,3.98e-05
200,449.433,0.52618,0.57693,0.37261,0.87645,0.99491,1,0.995,0.82442,0.99491,1,0.995,0.75328,0.60917,1.51138,0.377,0.97881,2.99e-05,2.99e-05,2.99e-05
