epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,98.6839,0.92246,0.72182,1.05879,0.9894,1,0.995,0.82291,0.68627,0.50871,1.04905,0.0011684,0.0011684,0.0011684
44,101.38,0.93027,0.67937,1.05973,0.99434,1,0.995,0.85966,0.6625,0.47155,1.02053,0.0011486,0.0011486,0.0011486
45,103.525,0.89321,0.68766,1.04414,0.99363,1,0.995,0.80201,0.70268,0.46488,1.02378,0.0011288,0.0011288,0.0011288
46,105.384,0.98325,0.7224,1.0583,0.99403,1,0.995,0.8181,0.65667,0.47081,1.02676,0.001109,0.001109,0.001109
47,107.317,0.96661,0.72919,1.06021,0.99291,1,0.995,0.86884,0.58137,0.48764,0.97339,0.0010892,0.0010892,0.0010892
48,109.175,0.96357,0.67394,1.02848,0.99307,1,0.995,0.8759,0.53659,0.47001,0.96499,0.0010694,0.0010694,0.0010694
49,111.036,0.86186,0.69752,1.03346,0.99161,1,0.995,0.82754,0.77071,0.4871,1.07222,0.0010496,0.0010496,0.0010496
50,113.449,0.96193,0.67029,1.10478,0.99368,1,0.995,0.83136,0.66114,0.47169,1.01961,0.0010298,0.0010298,0.0010298
51,116.141,0.92598,0.68786,1.05457,0.99463,1,0.995,0.86661,0.55464,0.45822,0.98967,0.00101,0.00101,0.00101
52,118.118,0.9378,0.66105,1.0193,0.99479,1,0.995,0.85074,0.56522,0.42289,0.98384,0.0009902,0.0009902,0.0009902
53,119.929,0.87126,0.67165,1.04131,0.99494,1,0.995,0.83505,0.59353,0.42591,0.98718,0.0009704,0.0009704,0.0009704
54,121.736,0.94512,0.72078,1.09752,0.99492,1,0.995,0.83679,0.57014,0.40742,0.94819,0.0009506,0.0009506,0.0009506
55,123.577,0.87278,0.66764,1.02546,0.99516,1,0.995,0.80264,0.63592,0.44779,0.99245,0.0009308,0.0009308,0.0009308
56,125.429,0.89552,0.64318,1.03225,0.99532,1,0.995,0.8213,0.66323,0.45194,1.01111,0.000911,0.000911,0.000911
57,127.759,0.87956,0.69074,1.00005,0.9944,1,0.995,0.84055,0.5947,0.42104,0.98065,0.0008912,0.0008912,0.0008912
58,130.348,0.84539,0.59652,1.00627,0.99127,1,0.995,0.87286,0.5438,0.40654,0.94252,0.0008714,0.0008714,0.0008714
59,132.32,0.81855,0.60065,1.02093,0.9942,1,0.995,0.85842,0.55236,0.42135,0.95795,0.0008516,0.0008516,0.0008516
60,134.186,0.81668,0.58763,0.98022,0.99277,1,0.995,0.86347,0.58445,0.43533,0.97476,0.0008318,0.0008318,0.0008318
61,136.13,0.82692,0.60154,0.99433,0.99435,1,0.995,0.86913,0.54359,0.4162,0.94342,0.000812,0.000812,0.000812
62,137.943,0.83374,0.58571,1.00829,0.99532,1,0.995,0.86091,0.5671,0.40859,0.94326,0.0007922,0.0007922,0.0007922
63,139.764,0.8155,0.60439,0.99872,0.99491,1,0.995,0.84978,0.55836,0.4056,0.92923,0.0007724,0.0007724,0.0007724
64,142.202,0.79091,0.56893,0.99409,0.99432,1,0.995,0.8514,0.51164,0.38947,0.94709,0.0007526,0.0007526,0.0007526
65,144.664,0.81154,0.57886,0.99537,0.99204,1,0.995,0.82871,0.53307,0.38282,0.9571,0.0007328,0.0007328,0.0007328
66,146.652,0.77529,0.54463,0.97074,0.99166,1,0.995,0.85072,0.50091,0.37186,0.95851,0.000713,0.000713,0.000713
67,148.498,0.7967,0.57742,0.98967,0.99412,1,0.995,0.84612,0.55735,0.38102,1.0174,0.0006932,0.0006932,0.0006932
68,150.391,0.77059,0.5866,0.97555,0.99513,1,0.995,0.82982,0.54049,0.3655,1.01559,0.0006734,0.0006734,0.0006734
69,152.196,0.81635,0.56436,0.99632,0.99502,1,0.995,0.82471,0.52958,0.35733,0.9923,0.0006536,0.0006536,0.0006536
70,154.028,0.77683,0.56428,0.98399,0.99478,1,0.995,0.83214,0.51817,0.36269,0.97784,0.0006338,0.0006338,0.0006338
71,156.613,0.81234,0.56951,0.99991,0.99531,1,0.995,0.82092,0.61381,0.3832,1.0216,0.000614,0.000614,0.000614
72,158.965,0.79869,0.61657,1.00467,0.99524,1,0.995,0.82219,0.55166,0.34825,0.98101,0.0005942,0.0005942,0.0005942
